university_name,city,department,degree,program,duration,eligibility_criteria,test_required,fee_structure,admission_deadline,program_url
University of Derby,Derby,"College of Health, Psychology and Social Care",BA (Hons),Applied Social Work,3 Years,112 UCAS points. GCSE English grade 4/C. DBS required. Interview required.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/public-health-social-care-courses/applied-social-work-ba-hons/
University of Derby,Derby,"College of Health, Psychology and Social Care",BA (Hons),Applied Social Work with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/public-health-social-care-courses/social-work-applied-ba-hons-foundation/
University of Derby,Derby,"College of Health, Psychology and Social Care",BA (Hons),"Creative Expressive Arts, Health, and Wellbeing",3 Years,96 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/therapeutic-arts-courses/creative-expressive-arts-health-wellbeing-ba-hons/
University of Derby,Derby,"College of Health, Psychology and Social Care",BA (Hons),"Creative Expressive Arts, Health, and Wellbeing with Foundation Year",4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/therapeutic-arts-courses/creative-expressive-arts-health-wellbeing-ba-hons-foundation-year/
University of Derby,Derby,"College of Health, Psychology and Social Care",MArts (Hons),Creative Expressive Arts and Health Practice,4 Years,120 UCAS points. GCSE English grade 4/C. Portfolio and interview required.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/therapeutic-arts-courses/creative-expressive-arts-health-practice-marts-hons/
University of Derby,Derby,College of Arts,BA (Hons),Animation,3 Years,96 UCAS points. GCSE English grade 4/C. Portfolio may be required.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/art-design-courses/animation-ba-hons/
University of Derby,Derby,College of Arts,BA (Hons),Animation with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/art-design-courses/animation-ba-hons-foundation/
University of Derby,Derby,College of Arts,BA (Hons),Fine Art,3 Years,96 UCAS points. GCSE English grade 4/C. Portfolio may be required.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/art-design-courses/fine-art-ba-hons/
University of Derby,Derby,College of Arts,BA (Hons),Fine Art with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/art-design-courses/fine-art-ba-hons-foundation/
University of Derby,Derby,College of Arts,BA (Hons),Graphic Design,3 Years,96 UCAS points. GCSE English grade 4/C. Portfolio may be required.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/art-design-courses/graphic-design-ba-hons/
University of Derby,Derby,College of Arts,BA (Hons),Graphic Design with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/art-design-courses/graphic-design-ba-hons-foundation/
University of Derby,Derby,College of Arts,BA (Hons),Product Design,3 Years,96 UCAS points. GCSE English grade 4/C. Portfolio may be required.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/art-design-courses/product-design-ba-hons/
University of Derby,Derby,College of Arts,BA (Hons),Commercial Photography,3 Years,96 UCAS points. GCSE English grade 4/C. Portfolio may be required.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/photography-courses/commercial-photography-ba-hons/
University of Derby,Derby,College of Arts,BA (Hons),Commercial Photography with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/photography-courses/photography-commercial-ba-hons-foundation/
University of Derby,Derby,College of Arts,BA (Hons),Photography,3 Years,96 UCAS points. GCSE English grade 4/C. Portfolio may be required.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/photography-courses/photography-ba-hons/
University of Derby,Derby,College of Arts,BA (Hons),Photography with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/photography-courses/photography-ba-hons-foundation/
University of Derby,Derby,College of Arts,BA (Hons),Fashion,3 Years,96 UCAS points. GCSE English grade 4/C. Portfolio may be required.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/fashion-courses/fashion-design-ba-hons/
University of Derby,Derby,College of Arts,BA (Hons),Fashion with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/fashion-courses/fashion-design-ba-hons-foundation/
University of Derby,Derby,College of Arts,BA (Hons),"Fashion, Marketing and Communication",3 Years,96 UCAS points. GCSE English grade 4/C. Portfolio may be required.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/fashion-courses/fashion-marketing-communications-ba-hons/
University of Derby,Derby,College of Arts,BA (Hons),"Fashion, Marketing and Communication with Foundation Year",4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/fashion-courses/fashion-marketing-communication-ba-hons-foundation/
University of Derby,Derby,College of Arts,BA (Hons),Film and High-End Television Production,3 Years,96 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/film-courses/film-high-end-television-production-ba-hons/
University of Derby,Derby,College of Arts,BA (Hons),Film and High-End Television Production with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/film-courses/film-high-end-television-production-ba-hons-foundation/
University of Derby,Derby,College of Arts,BA (Hons),Popular Music,3 Years,112 UCAS points. GCSE English grade 4/C. Audition/interview required.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/music-courses/popular-music-ba-hons/
University of Derby,Derby,College of Arts,BA (Hons),Popular Music with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/music-courses/popular-music-ba-hons-foundation/
University of Derby,Derby,College of Arts,BA (Hons),Popular Music and Business Management,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/music-courses/popular-music-and-business-management-ba-hons/
University of Derby,Derby,College of Arts,BA (Hons),Theatre Arts,3 Years,96 UCAS points. GCSE English grade 4/C. Audition/interview required.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/performing-arts-courses/theatre-arts-ba-hons/
University of Derby,Derby,College of Arts,BA (Hons),Theatre Arts with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/performing-arts-courses/theatre-arts-ba-hons-foundation/
University of Derby,Derby,"College of Business, Law and Social Sciences",BSc (Hons),Accounting and Finance,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/accounting-economics-finance-courses/accounting-and-finance-bsc-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BSc (Hons),Accounting and Finance with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/accounting-economics-finance-courses/accounting-and-finance-bsc-hons-foundation/
University of Derby,Derby,"College of Business, Law and Social Sciences",BSc (Hons),Accounting and Finance with Placement Year,4 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/accounting-economics-finance-courses/accounting-and-finance-bsc-hons-with-placement-year/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Business Accounting and Finance,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/accounting-economics-finance-courses/business-accounting-and-finance-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Business Accounting and Finance with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/accounting-economics-finance-courses/business-accounting-and-finance-ba-hons-foundation/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Business Accounting and Finance with Placement Year,4 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/accounting-economics-finance-courses/business-accounting-and-finance-ba-hons-with-placement-year/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Economics,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/accounting-economics-finance-courses/economics-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Economics with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/accounting-economics-finance-courses/economics-ba-hons-foundation/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Economics with Placement Year,4 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/accounting-economics-finance-courses/economics-ba-hons-with-placement-year/
University of Derby,Derby,"College of Business, Law and Social Sciences",BSc (Hons),Economics and Finance,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/accounting-economics-finance-courses/economics-and-finance-bsc-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BSc (Hons),Economics and Finance with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/accounting-economics-finance-courses/economics-and-finance-bsc-hons-foundation/
University of Derby,Derby,"College of Business, Law and Social Sciences",BSc (Hons),Economics and Finance with Placement Year,4 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/accounting-economics-finance-courses/economics-finance-bsc-hons-with-placement-year/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Business Management,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/business-management-courses/business-management-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Business Management with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/business-management-courses/business-management-ba-hons-foundation/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Business Management with Placement Year,4 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/business-management-courses/business-management-ba-hons-with-placement-year/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Business Management (Top-Up),1 Year,HND or Foundation Degree in relevant subject.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/business-management-courses/business-management-ba-hons-top-up/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Business Management and Entrepreneurship,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/business-management-courses/business-management-entrepreneurship-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Business Management and Entrepreneurship with Placement Year,4 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/business-management-courses/business-management-entrepreneurship-ba-hons-with-placement-year/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Business Management and Finance,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/business-management-courses/business-management-finance-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Business Management and Finance with Placement Year,4 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/business-management-courses/business-management-finance-ba-hons-with-placement-year/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Business Management and Human Resource Management,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/business-management-courses/business-management-human-resource-management-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Business Management and Human Resource Management with Placement Year,4 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/business-management-courses/business-management-human-resource-management-ba-hons-with-placement-year/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Business Management and Marketing,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/business-management-courses/business-management-marketing-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Business Management and Marketing with Placement Year,4 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/business-management-courses/business-management-marketing-ba-hons-with-placement-year/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Business Management and Sustainable Practice,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/business-management-courses/business-management-sustainable-practice-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Business Management and Sustainable Practice with Placement Year,4 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/business-management-courses/business-management-sustainable-practice-ba-hons-with-placement-year/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Business Management and Tourism,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/business-management-courses/business-management-tourism-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Business Management and Tourism with Placement Year,4 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/business-management-courses/business-management-tourism-placement-year-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),"Business Management, Analytics and Technology",3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/business-management-courses/business-management-analytics-technology-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),"Business Management, Analytics and Technology with Placement Year",4 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/business-management-courses/business-management-analytics-technology-ba-hons-with-placement-year/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),"Business Management, Supply Chain and Logistics",3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/business-management-courses/business-management-supply-chain-logistics-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),"Business Management, Supply Chain and Logistics with Placement Year",4 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/business-management-courses/business-management-supply-chain-logistics-ba-hons-with-placement-year/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Event Management,3 Years,96 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/events-hospitality-tourism-management-courses/events-management-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Event Management with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/events-hospitality-tourism-management-courses/event-management-ba-hons-foundation/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Event Management with Placement Year,4 Years,96 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/events-hospitality-tourism-management-courses/event-management-ba-hons-with-placement-year/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Hospitality Business Management,3 Years,96 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/events-hospitality-tourism-management-courses/hospitality-business-management-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Hospitality Business Management with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/events-hospitality-tourism-management-courses/hospitality-business-management-ba-hons-foundation/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Tourism Management,3 Years,96 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/events-hospitality-tourism-management-courses/tourism-management-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Tourism Management with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/events-hospitality-tourism-management-courses/tourism-management-ba-hons-foundation/
University of Derby,Derby,"College of Business, Law and Social Sciences",LLB (Hons),Law,3 Years,112 UCAS points from 2 A-levels. GCSE English grade 4/C.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/law-courses/law-llb-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",LLB (Hons),Law with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/law-courses/law-llb-hons-foundation/
University of Derby,Derby,"College of Business, Law and Social Sciences",LLB (Hons),Law with Criminology,3 Years,112 UCAS points from 2 A-levels. GCSE English grade 4/C.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/law-courses/law-with-criminology-llb-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",LLB (Hons),International Law,3 Years,112 UCAS points from 2 A-levels. GCSE English grade 4/C.,IELTS 6.5 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/law-courses/international-law-llb-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BSc (Hons),Criminology,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/social-sciences-courses/criminology-bsc-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BSc (Hons),Criminology with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/social-sciences-courses/criminology-bsc-hons-foundation/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Criminology and Sociology,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/social-sciences-courses/criminology-sociology-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Criminology and Sociology with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/social-sciences-courses/criminology-sociology-ba-hons-foundation/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Professional Policing,3 Years,112 UCAS points. GCSE English grade 4/C. Fitness and suitability assessed.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/policing-courses/professional-policing-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Professional Policing with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/policing-courses/professional-policing-ba-hons-foundation/
University of Derby,Derby,"College of Business, Law and Social Sciences",BSc (Hons),Policing and Investigations,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/policing-courses/policing-and-investigations-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BSc (Hons),Digital Marketing,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/marketing-courses/digital-marketing-bsc-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BSc (Hons),Digital Marketing with Placement Year,4 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/marketing-courses/digital-marketing-bsc-hons-with-placement-year/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Marketing Management,3 Years,112 UCAS points from 2 A-levels. GCSE Maths and English grade 4/C.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/marketing-courses/marketing-management-ba-hons/
University of Derby,Derby,"College of Business, Law and Social Sciences",BA (Hons),Marketing Management with Foundation Year,4 Years,Foundation Year entry. Below standard A-level requirements. GCSE English grade 3/D or above.,IELTS 6.0 (min 5.5),"UK: £9,535/year | International: £16,900/year",29-Jan-2026,https://www.derby.ac.uk/undergraduate/marketing-courses/marketing-management-ba-hons-foundation/
