university_name,city,department,degree,program,duration,eligibility_criteria,test_required,fee_structure,admission_deadline,program_url
University of Birmingham,Birmingham,College of Medical and Dental Sciences,PhD,Biomedical Science,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-biomedical-science
University of Birmingham,Birmingham,Institute of Cancer and Genomic Sciences,PhD,Cancer and Genomic Sciences,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-cancer-and-genomic-sciences
University of Birmingham,Birmingham,Institute of Cardiovascular Sciences,PhD,Cardiovascular Sciences,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-cardiovascular-sciences
University of Birmingham,Birmingham,Institute of Immunology and Immunotherapy,PhD,Immunology,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-immunology
University of Birmingham,Birmingham,Institute of Microbiology and Infection,PhD,Microbiology and Infection,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-microbiology-and-infection
University of Birmingham,Birmingham,Institute of Applied Health Research,PhD,Public Health,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-public-health
University of Birmingham,Birmingham,School of Nursing and Midwifery,PhD,Nursing,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-nursing
University of Birmingham,Birmingham,School of Pharmacy,PhD,Pharmacy,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-pharmacy
University of Birmingham,Birmingham,School of Psychology,PhD,Psychology,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-psychology
University of Birmingham,Birmingham,"School of Geography, Earth and Environmental Sciences",PhD,Geography,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-geography
University of Birmingham,Birmingham,"School of Geography, Earth and Environmental Sciences",PhD,Environmental Science,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-environmental-science
University of Birmingham,Birmingham,Department of Economics,PhD,Economics,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-economics
University of Birmingham,Birmingham,Birmingham Business School,PhD,Accounting and Finance,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-accounting-and-finance
University of Birmingham,Birmingham,Birmingham Business School,PhD,Business and Management,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-business-and-management
University of Birmingham,Birmingham,Birmingham Law School,PhD,Law,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-law
University of Birmingham,Birmingham,Department of Political Science and International Studies,PhD,Politics and International Relations,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-politics-and-ir
University of Birmingham,Birmingham,Department of Sociology,PhD,Sociology,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-sociology
University of Birmingham,Birmingham,Department of Social Work and Social Care,PhD,Social Work,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-social-work
University of Birmingham,Birmingham,School of Education,PhD,Education,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-education
University of Birmingham,Birmingham,School of History and Cultures,PhD,History,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-history
University of Birmingham,Birmingham,School of English,PhD,English Literature,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-english-literature
University of Birmingham,Birmingham,Department of Philosophy,PhD,Philosophy,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-philosophy
University of Birmingham,Birmingham,Department of Theology and Religion,PhD,Theology and Religion,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-theology-and-religion
University of Birmingham,Birmingham,"School of Languages, Cultures, Art History and Music",PhD,Modern Languages,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-modern-languages
University of Birmingham,Birmingham,"School of Languages, Cultures, Art History and Music",PhD,Music,3-4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/phd-music
University of Birmingham,Birmingham,School of Engineering,EngD,Engineering,4 Years,2:1 honours degree (First preferred) plus a relevant Master's degree. Research proposal required. Two academic references needed.,IELTS 6.5 overall (min 6.0 per component) for international students,"UK: £5,006/year | International: £23,310/year",Rolling admissions - apply at least 3 months before intended start,https://www.birmingham.ac.uk/study/postgraduate/research/subjects/engd-engineering
